Probe Set ID	Representative Public ID
210717_at	AF116659
210718_s_at	AF119889
210719_s_at	BC002552
210720_s_at	AB039947
210721_s_at	AB040812
210722_at	BC005233
210723_x_at	BC004917
210724_at	AF239764
210726_at	J04449
210727_at	M26095
210728_s_at	M26095
210729_at	U32500
210730_s_at	U36269
210731_s_at	AL136105
210732_s_at	AF342816
210733_at	AF130055
210734_x_at	M64240
210735_s_at	BC000278
210736_x_at	U46746
210737_at	U82467
210738_s_at	AF011390
210739_x_at	AF069510
210740_s_at	AF279372
210741_at	AF119898
210742_at	AF064103
210743_s_at	AF064103
210744_s_at	M75914
210745_at	U96173
210746_s_at	M30646
210747_at	M24364
210748_at	AF116696
210749_x_at	L11315
210750_s_at	AB000277
210751_s_at	D31815
210752_s_at	AF213666
210753_s_at	AF037334
210754_s_at	M79321
210755_at	U46010
210756_s_at	AF308601
210757_x_at	AF188298
210758_at	AF098482
210759_s_at	M64992
210760_x_at	BC002656
210761_s_at	AB008790
210762_s_at	AF026219
210763_x_at	AF031137
210764_s_at	AF003114
210765_at	AF053640
210766_s_at	AF053640
210767_at	BC003112
210768_x_at	AF274935
210769_at	U18945
210770_s_at	AF004884
210771_at	BC000052
210772_at	M88107
210773_s_at	U81501
210774_s_at	AL162047
210775_x_at	AB015653
210776_x_at	M31222
210778_s_at	BC002713
210779_x_at	AB037701
210780_at	AB006589
210781_x_at	AF015731
210782_x_at	L05666
210783_x_at	D86586
210784_x_at	AF009634
210785_s_at	AB035482
210786_s_at	M93255
210787_s_at	AF140507
210788_s_at	AF126782
210789_x_at	L00692
210790_s_at	BC003658
210791_s_at	BC000277
210792_x_at	AF033111
210793_s_at	U41815
210794_s_at	AF119863
210795_s_at	AF119863
210796_x_at	D86359
210797_s_at	AF063612
210798_x_at	AB008047
210799_at	M81590
210800_at	BC005236
210801_at	BC002841
210802_s_at	BC002841
210803_at	AF201385
210804_x_at	AF128524
210805_x_at	U19601
210806_at	AL136808
210807_s_at	AF049608
210808_s_at	AF166327
210809_s_at	D13665
210810_s_at	AF142501
210811_s_at	BC000979
210812_at	BC005259
210813_s_at	BC005259
210814_at	U47050
210815_s_at	U17473
210816_s_at	BC000021
210817_s_at	BC004130
210818_s_at	AF026199
210819_x_at	AB041844
210820_x_at	AL136647
210821_x_at	BC002703
210822_at	U72513
210823_s_at	U40317
210824_at	AF130103
210825_s_at	AF130103
210826_x_at	AF098533
210827_s_at	U73844
210828_s_at	AF001307
210829_s_at	AF077048
210830_s_at	AF001602
210831_s_at	L27489
210832_x_at	D38298
210833_at	AL031429
210834_s_at	D38299
210835_s_at	AF222711
210836_x_at	AF012073
210837_s_at	AF012074
210838_s_at	L17075
210839_s_at	D45421
210840_s_at	D29640
210841_s_at	AF280546
210842_at	AF280546
210843_s_at	AF327560
210844_x_at	D14705
210845_s_at	U08839
210846_x_at	AF220130
210847_x_at	AF026071
210848_at	AF187554
210849_s_at	AF135593
210850_s_at	AF000672
210852_s_at	AF229180
210853_at	AF150882
210854_x_at	U17986
210855_at	AF245390
210858_x_at	U26455
210859_x_at	AF077973
210861_s_at	AF143679
210862_s_at	AF047190
210864_x_at	AF144240
210865_at	D38122
210866_s_at	AF180475
210867_at	AF180475
210868_s_at	BC001305
210869_s_at	M29277
210870_s_at	BC005286
210871_x_at	AL133046
210872_x_at	BC001152
210873_x_at	U03891
210874_s_at	BC004483
210875_s_at	U12170
210876_at	M62896
210878_s_at	BC001202
210879_s_at	AF334812
210880_s_at	AB001467
210881_s_at	M17863
210882_s_at	U04811
210883_x_at	U57001
210884_s_at	AF168619
210885_s_at	AF220133
210886_x_at	AB007457
210887_s_at	AF216185
210888_s_at	AF116713
210889_s_at	M31933
210890_x_at	U24078
210891_s_at	AF035737
210892_s_at	BC004472
210893_at	AF118064
210894_s_at	BC001433
210895_s_at	L25259
210896_s_at	AF306765
210904_s_at	U81380
210905_x_at	AF268613
210906_x_at	U34846
210907_s_at	BC002506
210908_s_at	AB055804
210909_x_at	U19518
210910_s_at	BC000487
210911_at	M96843
210912_x_at	M99422
210913_at	AF217289
210914_at	AF130071
210915_x_at	M15564
210916_s_at	AF098641
210917_at	AF119914
210918_at	AF130075
210919_at	AF130097
210920_x_at	BC003528
210921_at	BC002821
210922_at	BC000772
210923_at	BC000651
210924_at	BC000189
210925_at	U18288
210926_at	AY014272
210927_x_at	BC004239
210928_at	AF130057
210929_s_at	AF130057
210930_s_at	AF177761
210931_at	AF293342
210932_s_at	AF293342
210933_s_at	BC004908
210934_at	BC004473
210935_s_at	AF274954
210936_at	AF274954
210937_s_at	U35632
210938_at	U30329
210939_s_at	L76631
210940_s_at	U31216
210941_at	AB006756
210942_s_at	AB022918
210943_s_at	U84744
210944_s_at	BC003169
210945_at	BC005305
210946_at	AF014403
210947_s_at	J04810
210948_s_at	AF294627
210949_s_at	BC000533
210950_s_at	BC003573
210951_x_at	AF125393
210952_at	BC001259
210953_at	AF201292
210954_s_at	AF201292
210955_at	U86214
210956_at	U42387
210957_s_at	L76569
210958_s_at	BC003646
210959_s_at	AF113128
210960_at	M76446
210961_s_at	M76446
210962_s_at	AB019691
210963_s_at	U94363
210964_s_at	U94364
210965_x_at	BC001274
210966_x_at	BC001460
210967_x_at	M92301
210968_s_at	AF333336
210969_at	AF118089
210970_s_at	AF235049
210971_s_at	AB000815
210972_x_at	M15565
210973_s_at	M63889
210974_s_at	AF130042
210975_x_at	BC000377
210976_s_at	U24183
210977_s_at	AB029348
210978_s_at	BC002616
210979_at	U47674
210980_s_at	U47674
210981_s_at	AF040751
210982_s_at	M60333
210983_s_at	AF279900
210984_x_at	U95089
210985_s_at	AF056322
210986_s_at	Z24727
210987_x_at	M19267
210988_s_at	AF123538
210989_at	U77706
210990_s_at	U77706
210991_s_at	BC003103
210992_x_at	U90939
210993_s_at	U54826
210994_x_at	AF230398
210995_s_at	AF230399
210996_s_at	U43430
210997_at	M77227
210998_s_at	M77227
210999_s_at	U66065
211000_s_at	AB015706
211001_at	AF230389
211002_s_at	AF230389
211003_x_at	BC003551
211004_s_at	BC002553
211005_at	AF036906
211006_s_at	L02840
211008_s_at	BC000744
211009_s_at	AF159567
211010_s_at	AF031138
211011_at	D38163
211012_s_at	BC000080
211013_x_at	AF230411
211014_s_at	AF230410
211015_s_at	L12723
211016_x_at	BC002526
211017_s_at	AF123570
211018_at	D63807
211019_s_at	D63807
211020_at	L19659
211021_s_at	AF037194
211022_s_at	BC002521
211023_at	AL117618
211024_s_at	BC006221
211025_x_at	BC006229
211026_s_at	BC006230
211027_s_at	BC006231
211028_s_at	BC006233
211029_x_at	BC006245
211030_s_at	BC006252
211031_s_at	BC006259
211032_at	BC006264
211033_s_at	BC006268
211034_s_at	BC006270
211036_x_at	BC006301
211037_s_at	BC006309
211038_s_at	BC006312
211039_at	BC006314
211040_x_at	BC006325
211042_x_at	BC006329
211043_s_at	BC006332
211044_at	BC006333
211045_s_at	BC006334
211046_at	BC006334
211047_x_at	BC006337
211048_s_at	BC006344
211049_at	BC006356
211050_x_at	BC006361
211051_s_at	BC006363
211052_s_at	BC006364
211053_at	BC006367
211054_at	BC006370
211055_s_at	BC006370
211056_s_at	BC006373
211057_at	BC006374
211058_x_at	BC006379
211059_s_at	BC006381
211060_x_at	BC006383
211061_s_at	BC006390
211062_s_at	BC006393
211063_s_at	BC006403
211064_at	BC006408
211065_x_at	BC006422
211066_x_at	BC006439
211067_s_at	BC006454
211068_x_at	BC006456
211069_s_at	BC006462
211070_x_at	BC006466
211071_s_at	BC006471
211072_x_at	BC006481
211073_x_at	BC006483
211074_at	AF000381
211075_s_at	Z25521
211076_x_at	Z22814
211077_s_at	Z25421
211078_s_at	Z25422
211079_s_at	Z25423
211080_s_at	Z25425
211081_s_at	Z25426
211082_x_at	Z25427
211083_s_at	Z25428
211084_x_at	Z25429
211085_s_at	Z25430
211086_x_at	Z25431
211087_x_at	Z25432
211088_s_at	Z25433
211089_s_at	Z25434
211090_s_at	Z25435
211091_s_at	AF122828
211092_s_at	AF122827
211093_at	U31973
211094_s_at	D12625
211095_at	D12625
211096_at	BC003111
211097_s_at	BC003111
211098_x_at	AF277194
211099_s_at	U58837
211100_x_at	U82278
211101_x_at	U82276
211102_s_at	U82277
211103_at	U55209
211104_s_at	U55209
211105_s_at	U80918
211106_at	AF064804
211107_s_at	AB017332
211108_s_at	U31601
211109_at	U31601
211110_s_at	AF162704
211111_at	AB016902
211112_at	AF054506
211113_s_at	U34919
211114_x_at	AB037702
211115_x_at	AB037703
211116_at	AF073299
211117_x_at	AF124790
211118_x_at	AF051428
211119_at	AF060555
211120_x_at	AB006590
211121_s_at	AF180527
211122_s_at	AF002985
211123_at	D87920
211124_s_at	AF119835
211125_x_at	AF015730
211126_s_at	U46006
211127_x_at	AF061194
211128_at	AF061191
211129_x_at	AF061192
211130_x_at	AF061190
211131_s_at	AF061193
211132_at	AF130066
211133_x_at	AF009643
211135_x_at	AF009644
211136_s_at	BC004865
211137_s_at	AF189723
211138_s_at	BC005297
211139_s_at	AF045452
211140_s_at	AF314174
211141_s_at	AF180474
211142_x_at	M38056
211143_x_at	D49728
211144_x_at	M30894
211145_x_at	M12350
211146_at	U96291
211147_s_at	AF065385
211148_s_at	AF187858
211149_at	AF000994
211150_s_at	J03866
211151_x_at	AF185611
211152_s_at	AF184911
211153_s_at	AB037599
211154_at	D32047
211155_s_at	D32047
211156_at	AF115544
211157_at	AF119878
211159_s_at	AB000635
211160_x_at	M95178
211161_s_at	AF130082
211162_x_at	AF116616
211163_s_at	AF012536
211164_at	AF213460
211165_x_at	D31661
211166_at	AF155097
211167_s_at	M69051
211168_s_at	D86988
211169_s_at	AF024579
211170_s_at	AF127480
211171_s_at	AB026816
211172_x_at	AF161075
211173_at	D85606
211174_s_at	L13605
211175_at	U92642
211176_s_at	AB008913
211177_s_at	AB019695
211178_s_at	AF038602
211179_at	AY004251
211180_x_at	D89788
211181_x_at	AF312386
211182_x_at	AF312387
211184_s_at	AB006955
211185_s_at	AF130099
211186_s_at	BC002695
211187_at	AF118079
211188_at	U96627
211189_x_at	AF054816
211190_x_at	AF054817
211191_at	AF054818
211192_s_at	AF054818
211193_at	AF061512
211194_s_at	AB010153
211195_s_at	AF116771
211196_at	M19301
211197_s_at	AL355690
211198_s_at	AF289028
211199_s_at	AF199028
211200_s_at	BC002836
211201_at	M95489
211202_s_at	AF087481
211203_s_at	U07820
211204_at	L34035
211205_x_at	U78577
211207_s_at	AF129166
211208_s_at	AB039327
211209_x_at	AF100540
211210_x_at	AF100539
211211_x_at	AF100542
211212_s_at	AF081459
211213_at	AF081459
211214_s_at	BC003614
211215_x_at	AB041843
211217_s_at	AF051426
211218_at	AF118078
211219_s_at	U11701
211220_s_at	BC005329
211221_at	AL117487
211222_s_at	AF040723
211223_at	AF076215
211224_s_at	AF136523
211225_at	U27329
211226_at	AF080586
211227_s_at	AF332216
211228_s_at	AF085736
211230_s_at	U57843
211231_x_at	D13705
211232_x_at	L23503
211233_x_at	M12674
211234_x_at	AF258449
211235_s_at	AF258450
211237_s_at	AF202063
211238_at	AF215824
211239_s_at	AF215824
211240_x_at	AB002382
211241_at	M62895
211242_x_at	AF276292
211245_x_at	AF002256
211248_s_at	AF283325
211249_at	U35398
211250_s_at	AB000463
211251_x_at	U78774
211252_x_at	U36759
211253_x_at	D13902
211254_x_at	AF031549
211255_x_at	AF064605
211256_x_at	U90142
211257_x_at	AF273049
211258_s_at	AF149096
211259_s_at	BC004248
211260_at	BC004248
211261_at	D14689
211262_at	D28513
211263_s_at	D87994
211264_at	M81882
211265_at	U13216
211266_s_at	U35399
211267_at	U82811
211269_s_at	K03122
211270_x_at	BC002397
211271_x_at	BC004383
211272_s_at	AF064771
211273_s_at	AF012130
211274_at	AF012130
211275_s_at	AF087942
211276_at	AF063606
211277_x_at	BC004369
211279_at	L22454
211280_s_at	L22454
211282_x_at	U94506
211284_s_at	BC000324
211285_s_at	U84404
211286_x_at	L29349
211287_x_at	M64445
211289_x_at	AF067524
211295_x_at	AF182275
211296_x_at	AB009010
211297_s_at	L20320
211298_s_at	AF116645
211299_s_at	BC003683
211300_s_at	K03199
211301_at	AF120491
211302_s_at	L20966
211303_x_at	AF261715
211304_x_at	D50134
211305_x_at	U56236
211306_s_at	U56237
211307_s_at	U43677
211310_at	AB004818
211312_s_at	AB034725
211313_s_at	AB032253
211314_at	AB012043
211315_s_at	AB012043
211316_x_at	AF009616
211317_s_at	AF041461
211318_s_at	U85943
211319_at	U85943
211320_s_at	U71075
211322_s_at	AF047004
211323_s_at	L38019
211324_s_at	AL136868
211325_x_at	U72518
211326_x_at	AF150664
211327_x_at	AF149804
211328_x_at	AF144244
211329_x_at	AF115264
211330_s_at	AF144242
211331_x_at	AF144243
211332_x_at	AF144241
211333_s_at	AF288573
211334_at	BC005241
211336_x_at	AF009007
211337_s_at	BC000966
211338_at	M54886
211339_s_at	D13720
211340_s_at	M28882
211341_at	L20433
211342_x_at	BC004354
211343_s_at	M33653
211345_x_at	AF119850
211347_at	AF064105
211348_s_at	AF064105
211349_at	AB001328
211350_s_at	AB016900
211351_at	AB016900
211352_s_at	U80737
211353_at	AB031547
211354_s_at	U52913
211355_x_at	U52914
211356_x_at	U66495
211357_s_at	BC005314
211358_s_at	AF234161
211359_s_at	U12569
211360_s_at	AB012610
211361_s_at	AJ001696
211362_s_at	AF169949
211363_s_at	AF109294
211364_at	AF109294
211365_s_at	AF152480
211366_x_at	U13698
211367_s_at	U13699
211368_s_at	U13700
211369_at	AF116689
211370_s_at	U71088
211371_at	U71088
211372_s_at	U64094
211373_s_at	U34349
211374_x_at	AF116715
211375_s_at	AF141870
211376_s_at	BC005212
211377_x_at	AF320053
211378_x_at	BC001224
211379_x_at	AB050855
211380_s_at	D45864
211381_x_at	AF168617
211382_s_at	AF220152
211383_s_at	AL136827
211384_s_at	D50855
211385_x_at	U28169
211386_at	BC005372
211387_x_at	AB012143
211388_s_at	U80761
211389_x_at	U73396
211390_at	AF113009
211391_s_at	AF254087
211392_s_at	AF242522
211393_at	AF242522
211395_x_at	U90940
211396_at	U90941
211397_x_at	L76669
211398_at	AB030075
211399_at	AB030077
211400_at	AB030073
211401_s_at	AB030078
211402_x_at	AF004291
211403_x_at	AF167079
211404_s_at	BC004371
211405_x_at	M38289
211406_at	AF119875
211407_at	M33374
211410_x_at	AF217487
211411_at	AF117899
211412_at	AF229067
211413_s_at	AF229067
211414_at	AF097495
211416_x_at	L20492
211417_x_at	L20493
211419_s_at	L29126
211421_s_at	M31213
211422_at	AL136545
211423_s_at	D85181
211424_x_at	AF113007
211425_x_at	AF257500
211426_x_at	U40038
211427_s_at	AB013889
211428_at	AF119873
211429_s_at	AF119873
211430_s_at	M87789
211431_s_at	D50479
211432_s_at	U05682
211433_x_at	AL583909
211434_s_at	AF015524
211435_at	AF202635
211436_at	AF130053
211437_at	AF130093
211438_at	D16845
211439_at	AF055270
211440_x_at	AF280110
211441_x_at	AF280113
211442_x_at	AF280111
211444_at	BC002811
211445_x_at	AF315951
211446_at	AL136902
211447_s_at	U18088
211448_s_at	AF107619
211449_at	D89646
211450_s_at	D89646
211451_s_at	U24056
211452_x_at	AF130054
211453_s_at	M77198
211454_x_at	AF336878
211455_at	AF354444
211456_x_at	AF333388
211457_at	AF180519
211458_s_at	AF180519
211459_at	AF234262
211460_at	AF332238
211461_at	AF332228
211462_s_at	AF332222
211463_at	AF332509
211464_x_at	U20537
211465_x_at	U27335
211466_at	U70862
211467_s_at	U70862
211468_s_at	AB042825
211469_s_at	U73531
211470_s_at	AF186255
211471_s_at	AF133588
211472_at	AF336795
211473_s_at	U04845
211474_s_at	BC004948
211475_s_at	AF116273
211476_at	AY013295
211478_s_at	M74777
211479_s_at	M81778
211480_s_at	AF085224
211481_at	AF085224
211483_x_at	AF081924
211484_s_at	AF023450
211485_s_at	AF211188
211486_s_at	AF110020
211487_x_at	BC004886
211488_s_at	BC002630
211489_at	D32201
211490_at	AF013261
211491_at	D32202
211492_s_at	U02569
211493_x_at	U46744
211494_s_at	AF157492
211495_x_at	AF114011
211496_s_at	M33478
211497_x_at	AF249671
211498_s_at	AF249669
211499_s_at	U92268
211500_at	U53442
211501_s_at	BC001173
211502_s_at	AF119833
211503_s_at	AF112206
211504_x_at	D87931
211505_s_at	AL136601
211506_s_at	AF043337
211507_s_at	AF233437
211508_s_at	AF006060
211509_s_at	AB015639
211510_s_at	AF019381
211512_s_at	AF172450
211513_s_at	AF172449
211514_at	AF068286
211515_s_at	AF068286
211516_at	M96651
211517_s_at	M96651
211518_s_at	D30751
211519_s_at	AY026505
211520_s_at	M64752
211521_s_at	AF125349
211522_s_at	L03380
211523_at	L07949
211524_at	U09609
211525_s_at	L11238
211526_s_at	BC000673
211527_x_at	M27281
211528_x_at	M90685
211529_x_at	M90684
211530_x_at	M90686
211531_x_at	K03205
211532_x_at	L76668
211533_at	M22734
211534_x_at	U65065
211535_s_at	M60485
211536_x_at	AB009358
211537_x_at	AF218074
211538_s_at	U56725
211540_s_at	M19701
211541_s_at	U52373
211542_x_at	BC004334
211543_s_at	AF040752
211544_s_at	AB058895
211545_at	AB058895
211546_x_at	L36674
211547_s_at	L13387
211548_s_at	J05594
211549_s_at	U63296
211550_at	AF125253
211551_at	K03193
211552_s_at	U24267
211553_x_at	AF248734
211554_s_at	AF149794
211555_s_at	AF020340
211556_at	AB016823
211557_x_at	AF205073
211558_s_at	U26266
211559_s_at	L49506
211560_s_at	AF130113
211561_x_at	L35253
211562_s_at	BC001755
211563_s_at	AB006572
211564_s_at	BC003096
211565_at	AF036272
211566_x_at	U19178
211567_at	J04168
211568_at	AB011122
211569_s_at	AF001903
211570_s_at	BC004196
211571_s_at	D32039
211572_s_at	AF092511
211573_x_at	M98478
211574_s_at	D84105
211575_s_at	AF116702
211576_s_at	BC003068
211577_s_at	M37484
211578_s_at	M60725
211579_at	U95204
211580_s_at	AF028785
211581_x_at	AF000426
211582_x_at	AF000424
211583_x_at	AF031136
211584_s_at	U58852
211585_at	U58852
211586_s_at	M97260
211587_x_at	M37981
211588_s_at	AF230401
211589_at	AF230401
211590_x_at	U11271
211591_s_at	L20965
211592_s_at	L29536
211593_s_at	AB047005
211594_s_at	AB049636
211595_s_at	AB049944
211596_s_at	AB050468
211597_s_at	AB059408
211598_x_at	U18810
211599_x_at	U19348
211600_at	U20489
211601_at	U25433
211602_s_at	U31110
211603_s_at	U35622
211604_x_at	U38371
211605_s_at	U41742
211606_at	U43279
211607_x_at	U48722
211608_at	U50073
211609_x_at	U51007
211610_at	U51869
211611_s_at	U52696
211612_s_at	U62858
211613_s_at	U79250
211614_at	U88898
211615_s_at	M92439
211616_s_at	M86841
211617_at	M21191
211618_s_at	M31008
211619_s_at	M13077
211620_x_at	L21756
211621_at	M73069
211622_s_at	M33384
211623_s_at	M30448
211624_s_at	M30625
211625_s_at	L20469
211626_x_at	M21535
211627_x_at	M69297
211628_x_at	J04755
211630_s_at	L42531
211631_x_at	M22921
211632_at	L34163
211633_x_at	M24668
211634_x_at	M24669
211635_x_at	M24670
211636_at	L23515
211637_x_at	L23516
211638_at	L23517
211639_x_at	L23518
211640_x_at	L23519
211641_x_at	L06101
211642_at	L06102
211643_x_at	L14457
211644_x_at	L14458
211645_x_at	M85256
211646_at	L14453
211647_x_at	L14454
211648_at	L14455
211649_x_at	L14456
211650_x_at	L34164
211651_s_at	M20206
211652_s_at	M35533
211653_x_at	M33376
211654_x_at	M17565
211655_at	D01059
211656_x_at	M32577
211657_at	M18728
211658_at	L19185
211659_at	M76676
211660_at	M36653
211661_x_at	M80436
211662_s_at	L08666
211663_x_at	M61900
211665_s_at	L20686
211666_x_at	L22453
211667_x_at	L34698
211668_s_at	K03226
211670_x_at	S82471
211671_s_at	U01351
211672_s_at	AF019888
211673_s_at	AF034374
211674_x_at	AF038567
211675_s_at	AF054589
211676_s_at	AF056979
211677_x_at	AF062733
211678_s_at	AF090934
211679_x_at	AF095784
211680_at	AF116705
211681_s_at	AF116705
211682_x_at	AF177272
211684_s_at	AF250307
211685_s_at	AF251061
211686_s_at	AF251062
211687_x_at	AF262973
211688_x_at	AF263617
211689_s_at	AF270487
211690_at	AF274945
211691_x_at	AF293339
211692_s_at	AF332558
211693_at	AF343666
211694_at	AF348076
211695_x_at	AF348143
211696_x_at	AF349114
211697_x_at	AF349314
211698_at	AF349444
211699_x_at	AF349571
211700_s_at	AF349719
211701_s_at	AF349720
211702_s_at	AF350251
211703_s_at	AF353990
211704_s_at	AF356353
211705_s_at	AF356525
211706_s_at	AY028424
211707_s_at	BC005806
211708_s_at	BC005807
211709_s_at	BC005810
211710_x_at	BC005817
211711_s_at	BC005821
211712_s_at	BC005830
211713_x_at	BC005832
211714_x_at	BC005838
211715_s_at	BC005844
211716_x_at	BC005851
211717_at	BC005853
211718_at	BC005856
211719_x_at	BC005858
211720_x_at	BC005863
211721_s_at	BC005868
211722_s_at	BC005872
211724_x_at	BC005883
211725_s_at	BC005884
211726_s_at	BC005894
211727_s_at	BC005895
211728_s_at	BC005896
211729_x_at	BC005902
211730_s_at	BC005903
211731_x_at	BC005904
211732_x_at	BC005907
211733_x_at	BC005911
211734_s_at	BC005912
211735_x_at	BC005913
211736_at	BC005914
211737_x_at	BC005916
211738_x_at	BC005918
211739_x_at	BC005921
211740_at	BC005922
211741_x_at	BC005924
211742_s_at	BC005926
211743_s_at	BC005929
211744_s_at	BC005930
211745_x_at	BC005931
211746_x_at	BC005932
211747_s_at	BC005938
211748_x_at	BC005939
211749_s_at	BC005941
211750_x_at	BC005946
211751_at	BC005949
211752_s_at	BC005954
211753_s_at	BC005956
211754_s_at	BC005957
211755_s_at	BC005960
211756_at	BC005961
211758_x_at	BC005968
211759_x_at	BC005969
211760_s_at	BC005974
211761_s_at	BC005975
211762_s_at	BC005978
211763_s_at	BC005979
211764_s_at	BC005980
211765_x_at	BC005982
211766_s_at	BC005989
211767_at	BC005995
211768_at	BC006080
211769_x_at	BC006088
211771_s_at	BC006101
211772_x_at	BC006114
211773_s_at	BC006118
211774_s_at	BC006122
211775_x_at	BC006134
211776_s_at	BC006141
211778_s_at	BC006148
211779_x_at	BC006155
211780_x_at	BC006163
211781_x_at	BC006164
211782_at	BC006170
211783_s_at	BC006177
211784_s_at	BC006181
211786_at	BC006196
211787_s_at	BC006210
211788_s_at	AF319573
211789_s_at	AF312918
211790_s_at	AF010404
211791_s_at	AF044253
211792_s_at	U17074
211793_s_at	AF260261
211794_at	AF198052
211795_s_at	AF198052
211796_s_at	AF043179
211797_s_at	U62296
211798_x_at	AB001733
211799_x_at	U62824
211800_s_at	AF017306
211801_x_at	AF329637
211802_x_at	AF227750
211803_at	AB012305
211804_s_at	AB012305
211805_s_at	AF108389
211806_s_at	D87291
211807_x_at	AF152521
211808_s_at	U85962
211809_x_at	M59217
211810_s_at	D25284
211811_s_at	AF152484
211812_s_at	AB050856
211813_x_at	AF138303
211814_s_at	AF112857
211815_s_at	AF219138
211816_x_at	D87858
211817_s_at	L47208
211818_s_at	U88712
211819_s_at	AF136381
211820_x_at	U00179
211821_x_at	U00178
211822_s_at	AF229061
211823_s_at	D86862
211824_x_at	AF229062
211825_s_at	AF327066
211826_s_at	L22179
211827_s_at	AF187964
211828_s_at	AF172268
211829_s_at	U58828
211830_s_at	AF211189
211831_s_at	U59495
211832_s_at	AF201370
211833_s_at	U19599
211834_s_at	AB042841
211835_at	AJ225093
211836_s_at	U18800
211837_s_at	AF165312
211838_x_at	AF152483
211839_s_at	U22386
211840_s_at	U50157
211841_s_at	U94510
211842_s_at	AF026132
211843_x_at	AF315325
211844_s_at	AF022859
211845_at	AF110314
211846_s_at	AF110314
211848_s_at	AF006623
211849_s_at	AB009023
211851_x_at	AF005068
211852_s_at	AF106861
211855_s_at	AF155810
211856_x_at	AF222341
211858_x_at	AF088184
211861_x_at	AF222343
211862_x_at	AF015451
211863_x_at	AF079408
211864_s_at	AF207990
211865_s_at	AB013463
211866_x_at	AF079409
211867_s_at	AF152475
211868_x_at	AJ225092
211869_at	AF049656
211870_s_at	AF152481
211871_x_at	AF300650
211872_s_at	AB016929
211873_s_at	AF152516
211874_s_at	AF119230
211875_x_at	AF152503
211876_x_at	AF152504
211877_s_at	AF152505
211878_at	M26463
211879_x_at	AF152510
211880_x_at	AF152507
211881_x_at	AB014341
211882_x_at	U27331
211883_x_at	M76742
211884_s_at	U31931
211885_x_at	U27332
211886_s_at	U80987
211887_x_at	AF037351
211888_x_at	AF111345
211889_x_at	D12502
211890_x_at	AF127765
211891_s_at	AB042199
211892_s_at	AF297052
211893_x_at	U66145
211894_x_at	AB041736
211896_s_at	AF138302
211897_s_at	AF180301
211898_s_at	AF037333
211899_s_at	AF082185
211900_x_at	U66146
211901_s_at	AF073745
211902_x_at	L34703
211903_s_at	M90103
211904_x_at	AF125950
211905_s_at	AF011375
211906_s_at	AB046400
211907_s_at	AB044555
211908_x_at	M87268
211909_x_at	L32662
211910_at	U87229
211911_x_at	L07950
211912_at	L08961
211913_s_at	L08961
211914_x_at	M60915
211915_s_at	U83110
211916_s_at	AF009961
211917_s_at	AF349939
211918_x_at	AF311940
211919_s_at	AF348491
211920_at	AF349679
211921_x_at	AF348514
211922_s_at	AY028632
211923_s_at	AF352026
211924_s_at	AY029180
211925_s_at	AY004175
211926_s_at	AI827941
211927_x_at	BE963164
211928_at	AB002323
211929_at	AA527502
211930_at	AW080932
211931_s_at	BG505670
211932_at	BF195526
211933_s_at	AA528233
211934_x_at	W87689
211935_at	D31885
211936_at	AF216292
211937_at	NM_001417
211938_at	BF247371
211939_x_at	X74070
211940_x_at	BE869922
211941_s_at	BE969671
211942_x_at	BF979419
211943_x_at	AL565449
211944_at	BE729523
211945_s_at	BG500301
211946_s_at	AL096857
211947_s_at	AI359472
211948_x_at	BG261071
211949_s_at	AI355279
211950_at	AB007931
211951_at	D21262
211952_at	AF339834
211953_s_at	AU148466
211954_s_at	BC000947
211955_at	NM_002271
211956_s_at	BF246436
211958_at	R73554
211959_at	AW007532
211960_s_at	BG261416
211961_s_at	AK000826
211962_s_at	BG250310
211963_s_at	AL516350
211964_at	X05610
211965_at	BE620915
211966_at	AA909035
211967_at	BG538627
211968_s_at	AI962933
211969_at	BG420237
211970_x_at	BG026805
211971_s_at	AI653608
211972_x_at	AI953822
211973_at	AW341200
211974_x_at	AL513759
211975_at	BE299671
211976_at	AK026168
211977_at	AK024651
211978_x_at	AI708767
211979_at	AB046844
211980_at	AI922605
211981_at	NM_001845
211982_x_at	AL546600
211983_x_at	BE741683
211984_at	AI653730
211985_s_at	AI653730
211986_at	BG287862
211987_at	NM_001068
211988_at	BG289800
211989_at	NM_003079
211990_at	M27487
211991_s_at	M27487
211992_at	AI445745
211993_at	AI768512
211994_at	AI742553
211995_x_at	AL567820
211996_s_at	BG256504
211997_x_at	NM_005324
211998_at	AW138159
211999_at	Z48950
212000_at	AB002363
212001_at	AV738039
212002_at	AL561657
212003_at	BG171020
212004_at	AL050028
212005_at	AL582808
212006_at	AU149908
212007_at	AI927512
212008_at	N29889
212009_s_at	AL553320
212010_s_at	AK025647
212012_at	BF342851
212013_at	D86983
212014_x_at	AI493245
212015_x_at	BF690062
212016_s_at	AA679988
212017_at	BF677404
212018_s_at	AK000822
212019_at	AK025446
212020_s_at	AU152107
212021_s_at	AU132185
212022_s_at	BF001806
212023_s_at	AU147044
212024_x_at	U80184
212025_s_at	BG421186
212026_s_at	BE646386
212027_at	AI925305
212028_at	BE466128
212029_s_at	U79287
212030_at	BG251218
212031_at	AV757384
212032_s_at	AL046054
212033_at	BF055107
212034_s_at	AB028990
212035_s_at	AI817079
212036_s_at	AW152664
212037_at	BF508848
212038_s_at	AL515918
212039_x_at	BG339228
